brand,level,energy_code,energy_name,fuel_grade,launch_date,launch_year,launch_month,launch_season,price_wan,warranty_years,warranty_km_wan,displacement_L,horsepower,engine_type,is_electric,gear_count,trans_type,doors,seats,body_type,body_structure
比亚迪,紧凑型车,2,插电式混合动力,92,2019-07-24,2019,7,Q3,16.99,6,15.0,1.5,160.0,L4,0,6.0,DCT,4,5,SEDAN,4门5座三厢车
比亚迪,紧凑型车,0,纯电动,0,2019-05-16,2019,5,Q2,17.99,6,15.0,,,EV,1,1.0,EV,4,5,SEDAN,4门5座三厢车
比亚迪,紧凑型车,2,插电式混合动力,92,2019-07-24,2019,7,Q3,17.99,6,15.0,1.5,160.0,L4,0,6.0,DCT,4,5,SEDAN,4门5座三厢车
比亚迪,紧凑型车,0,纯电动,0,2019-10-25,2019,10,Q4,18.19,,,,,EV,1,1.0,EV,4,5,SEDAN,4门5座三厢车
比亚迪,紧凑型车,0,纯电动,0,2019-05-16,2019,5,Q2,18.99,6,15.0,,,EV,1,1.0,EV,4,5,SEDAN,4门5座三厢车
比亚迪,紧凑型车,0,纯电动,0,2019-05-16,2019,5,Q2,18.99,6,15.0,,,EV,1,1.0,EV,4,5,SEDAN,4门5座三厢车
比亚迪,紧凑型车,0,纯电动,0,2019-05-16,2019,5,Q2,19.99,6,15.0,,,EV,1,1.0,EV,4,5,SEDAN,4门5座三厢车
比亚迪,紧凑型车,2,插电式混合动力,92,2019-12-11,2019,12,Q4,20.49,,,1.5,160.0,L4,0,6.0,DCT,4,5,SEDAN,4门5座三厢车
比亚迪,紧凑型车,0,纯电动,0,2019-12-11,2019,12,Q4,20.49,,,,,EV,1,1.0,EV,4,5,SEDAN,4门5座三厢车
起亚,小型SUV,0,纯电动,0,2018-11-10,2018,11,Q4,23.98,,,,,,0,,,5,5,SUV,5门5座SUV
理想汽车,中大型SUV,3,增程式,95,2021-05-25,2021,5,Q2,34.98,5,10.0,,131.0,,0,1.0,EV,5,6,SUV,5门6座SUV
长安,小型SUV,1,汽油,92,2023-09-28,2023,9,Q3,7.99,3,10.0,1.4,160.0,L4,0,7.0,DCT,5,5,SUV,5门5座SUV
长安,小型SUV,1,汽油,92,2023-04-03,2023,4,Q2,9.39,3,10.0,1.4,160.0,L4,0,7.0,DCT,5,5,SUV,5门5座SUV
长安,小型SUV,1,汽油,92,2023-04-03,2023,4,Q2,9.99,3,10.0,1.4,160.0,L4,0,7.0,DCT,5,5,SUV,5门5座SUV
力帆汽车,中型车,0,纯电动,0,2018-10-16,2018,10,Q4,25.68,,,,,,0,,,4,5,SEDAN,4门5座三厢车
力帆汽车,中型车,0,纯电动,0,2018-10-16,2018,10,Q4,25.68,,,,,,0,,,4,4,SEDAN,4门4座三厢车
力帆汽车,中型车,0,纯电动,0,2018-10-16,2018,10,Q4,27.98,,,,,,0,,,4,5,SEDAN,4门5座三厢车
力帆汽车,中型车,0,纯电动,0,2018-10-16,2018,10,Q4,27.98,,,,,,0,,,4,4,SEDAN,4门4座三厢车
长安凯程,紧凑型MPV,1,汽油,92,2021-09-28,2021,9,Q3,6.49,2,5.0,1.5,107.0,L4,0,5.0,MT,5,7,MPV,5门7座MPV
长安凯程,紧凑型MPV,0,纯电动,0,2022-04-25,2022,4,Q2,16.32,8,12.0,,,,0,,,5,5,MPV,5门5座MPV
长安凯程,紧凑型MPV,0,纯电动,0,2022-04-25,2022,4,Q2,16.38,8,12.0,,,,0,,,5,6,MPV,5门6座MPV
长安凯程,紧凑型MPV,0,纯电动,0,2022-04-25,2022,4,Q2,16.88,8,12.0,,,,0,,,5,5,MPV,5门5座MPV
长安凯程,紧凑型MPV,0,纯电动,0,2022-04-25,2022,4,Q2,16.98,8,12.0,,,,0,,,5,6,MPV,5门6座MPV
福特,中型MPV,1,汽油,92,,,,,19.48,3,10.0,2.3,160.0,L4,0,6.0,AT,5,5,MPV,5门5座MPV
福特,中型MPV,1,汽油,92,,,,,19.98,3,10.0,2.3,160.0,L4,0,6.0,AT,5,7,MPV,5门7座MPV
