
=== 基础统计 ===

--- 品牌Top10 ---
阿斯顿·马丁,中大型SUV,196.8,328.8,272.8,5
LUMMA,中大型SUV,139.8,468.0,244.28,10
斯达泰克,中大型SUV,148.8,388.8,224.62,11
Lorinser罗伦士,中大型SUV,122.8,174.8,148.8,2
TECHART,中大型SUV,127.7,152.7,140.03,3
LIMGENE凌际,中大型SUV,128.8,148.8,138.8,2
保时捷,中大型SUV,91.8,250.8,137.87,15
路虎,中大型SUV,65.88,333.9,121.02,52
奔驰,中大型SUV,48.6,259.55,104.44,29
玛莎拉蒂,中大型SUV,86.68,118.98,98.76,6
罗夫哈特,中大型SUV,92.5,97.5,95.0,2
英力士掷弹兵,中大型SUV,80.8,90.8,86.55,4
宝马,中大型SUV,59.8,146.89,82.93,19
悍马,中大型SUV,78.0,85.0,81.5,2
讴歌,中大型SUV,69.8,88.8,80.55,4
英菲尼迪,中大型SUV,37.88,121.8,68.1,18
奥迪,中大型SUV,29.85,172.48,67.05,49
莲花跑车,中大型SUV,50.8,86.3,65.3,7
丰田,中大型SUV,43.9,119.4,65.26,19
捷尼赛思,中大型SUV,52.98,73.64,63.92,8
沃尔沃,中大型SUV,41.19,89.49,63.13,19
林肯,中大型SUV,50.98,81.88,62.07,9
特斯拉,中大型SUV,33.9,88.29,61.1,2
雷克萨斯,中大型SUV,38.0,89.98,59.9,11
Jeep,中大型SUV,34.9,120.49,57.73,8
Polestar极星,中大型SUV,33.8,79.8,49.53,6
蔚来,中大型SUV,43.8,49.8,47.2,5
高合汽车,中大型SUV,33.9,62.0,46.1,6
凯迪拉克,中大型SUV,29.77,50.99,41.81,7
极氪,中大型SUV,35.68,50.08,40.52,7
大众,中大型SUV,20.59,79.38,38.87,49
钧天,中大型SUV,34.98,42.98,38.73,8
纵横,中大型SUV,32.99,42.49,38.4,10
三菱,中大型SUV,29.8,39.98,36.61,12
恒天,中大型SUV,25.8,49.88,36.36,4
坦克,中大型SUV,24.98,70.0,35.83,25
现代,中大型SUV,28.88,43.98,35.51,6
阿维塔,中大型SUV,28.99,42.99,35.32,6
奥迪AUDI,中大型SUV,28.98,37.98,33.78,5
AITO 问界,中大型SUV,24.98,38.98,33.26,29
ROX极石,中大型SUV,29.99,35.99,32.99,4
腾势,中大型SUV,31.98,32.68,32.33,2
马自达,中大型SUV,25.88,43.9,32.3,5
理想汽车,中大型SUV,24.98,37.98,31.51,12
魏牌,中大型SUV,29.98,32.68,31.28,3
福特,中大型SUV,17.38,59.18,30.96,38
小米汽车,中大型SUV,23.35,38.99,29.73,5
自游家,中大型SUV,27.88,31.88,29.55,3
北京越野,中大型SUV,23.88,39.8,28.63,18
智界,中大型SUV,24.98,31.98,28.15,12
红旗,中大型SUV,17.88,34.58,27.82,23
别克,中大型SUV,15.99,64.9,27.64,17
方程豹,中大型SUV,17.98,42.78,27.13,10
长安启源,中大型SUV,21.99,30.99,27.13,7
智己汽车,中大型SUV,22.49,35.98,27.03,13
小鹏,中大型SUV,24.88,27.88,26.21,6
极越,中大型SUV,21.99,30.99,25.99,3
领克,中大型SUV,23.88,27.58,25.73,4
岚图汽车,中大型SUV,21.99,27.99,24.91,5
雪佛兰,中大型SUV,19.49,26.69,23.92,4
比亚迪,中大型SUV,16.98,28.98,23.45,9
星途,中大型SUV,18.98,31.98,23.15,38
广汽传祺,中大型SUV,15.98,30.99,22.45,13
日产,中大型SUV,15.99,30.18,22.28,15
大通,中大型SUV,15.67,27.98,22.2,30
哈弗,中大型SUV,18.38,25.79,22.15,22
